tweet,sentiment
#DaihatsuGiveaway spesial lebaran check! Yuk Sahabat ikutan kuisnya & dapatkan merchandise menarik dari Daihatsu. Caranya ? - Follow @DaihatsuInd - RT & LIKE postingan ini - Ceritain first...,netral
"Saksikan program Kabar Mudik tvOne versi arus balik, setiap hari pada program berita unggulan tvOne! Dipersembahkan oleh PT. Sukun Wartono Indonesia & Wuling Didukung oleh Entrostop, Bank Syariah...",netral
"hai kak, untuk pendaftaran imei atas hp yang dibawa melalui hand carry yaitu harap segera lakukan registrasi imei kemudian scan barcode ke petugas kami di loket pendaftaran imei. terkait pendaftara...",netral
[BEBENANG] Daihatsu telah mengesahkan bahawa syarikat itu telah melakukan “kesalahan” dalam ujian kemalangan yang dilakukan bagi permohonan kelulusan peraturan untuk empat model. Ini termasuk...,negatif
Penatnya dari dulu sampai sekarang kita je yang beria 🫠,netral
"Bohong Tes Keselamatan, Bos Daihatsu Bilang Ini ke Orang RITranslate post",negatif
Daihatsu baru saja mengonfirmasi bahwa mereka telah mengakui kesalahan khususnya dalam uji keselamatan kecelakaan yang dilakukan untuk aplikasi persetujuan regulasi.Translate post,negatif
"Honda City iDSI 2004 M/T - Lengkap Panjang - Kaki-kaki kokoh mantap sopan, nek lewat sering amet sewu - AC dingin sedingin sikap dia ke kamu - LCD Android - Parking cam iso gae nontok duso...",positif
"Mesin Rumput - Sekarang mesin rumput pun ada 4 stroke engine Honda. - Harganya lebih mahal tapi lebih senyap dan tidak bergegar kuat. - Tadi ada few choice kat kedai hardware, jenama tak penting...",positif
#FotoProfilBaru,netral
"Untuk segmen ini premium SUV family, Proton X90 boleh dikatakan antara yang termurah dalam kelasnya. Ada yang cakap mahal sebab membandingkan dengan Mitsubishi Xpander ataupun Perodua Alza...",netral
"Permintaan Melonjak Usai Insentif, Wuling Klaim Air EV Tanpa IndenTranslate post",netral
"INFO KEHILANGAN. Pak Sunardi kehilangan mobil Suzuki R3 warna silver thn 2016, Nopol B-2800-SKT disewa oleh : Ade Novambri Arifin. Sdh 25 hari tidak dapat dihubungi. Bila ada yg menemukan mobil...",negatif
"11 Mei 2023 ... Menyewakan Roof Box (bagasi tambahan atap mobil) merk Hapro, Thule, Otorack dan Whale untuk berbagai macam jenis. Info 082114258666 https://t.co/3wXZIL7GP3.",netral
"""hang takpala kaya, pakai Civic"" Aku jawap ""Alhamdulillah"" Kalau orang yang kenal aku dia takkan kata macam tu. Tahun 2016, masa otw nak pi makan dengan wife naik motor Honda Wave 125 second...",negatif
#SiaranPersKemnaker Kementerian Ketenagakerjaan bersama PT Hyundai Motor Manufacturing Indonesia (HMMI) menjajaki kerja sama Pengembangan Pelatihan Teknisi Kejuruan Kendaraan Listrik atau Electric...,positif
"DPRD Provinsi Banten melakukan pengadaan ambulans dengan anggaran tahun 2023. Mobil yang dijadikan ambulans itu adalah Mitsubishi Pajero Sport, supaya untuk lebih memudahkan saat mengantarkan...",positif
"Sekretariat Dewan Perwakilan Rakyat Daerah (DPRD) Provinsi Banten kini mempunyai mobil ambulans sendiri untuk digunakan saat ada yang membutuhkan. Namun, mobil yang digunakan sebagai ambulans...",positif
Saya menjual Daihatsu Mojokerto H... seharga Rp500.000. Dapatkan di Shopee sekarang! https://shopee.co.id/callcenter.my.id/20647641725… #ShopeeIDTranslate post,netral
Bawa pulang STARGAZER dengan Trade In benefit mulai dari 15 juta Klik https://ift.tt/kwRqNAd #hyundaiindonesiaTranslate post,netral
Hadirkan Program Hyundai Hadir Untukmu dengan Banyak Keuntungan Bagi Pelanggan https://ur-ban.id/hadirkan-program-hyundai-hadir-untukmu-dengan-banyak-keuntungan-bagi-pelanggan/…Translate post,positif
"Nilai investasi Hyundai Motor di Indonesia senilai US$1,55 miliar disepakati pada November 2019. Saat penandatanganan MoU tersebut, banyak pihak meragukan realisasi investasi Hyundai.Translate post",netral
"BE #GUMPROUD DENGAN SYSTEMA, JENAMA TERKEMUKA DARI JEPUN! http://mialiana.com/2023/05/be-gumproud-dengan-systema-jenama.html…",netral
"Kalo lawan Jeonbuk Hyundai, harusnya Persis Esemka ga sih? (Ini maksudnya biar sama2 ada merk mobil di nama klub nya gitu)Translate post",netral
"I hate it when a bad memory comes rushing and circling inside my head. It ruins my mood for a good few days??. I miss you, Mochi kitty. I can’t apologize enough for my failure in helping...",netral
"3. Reply jawaban kalian sekreatif mungkin yang banyak & sertakan hastag #SeriusGiveaway Jangan sampai ngga ikutan ya, Sahabat! ?Translate post",netral
Bintang Baru Keluarga Siap Menemani! https://instagram.com/reel/Cm7mRPKqgnz/?igshid=YmMyMTA2M2Y=… #PTHMI #HyundaiID #HyundaiLovers #HyundaiStargazerTranslate post,netral
"Hai Agen Moladin. Mau menjual mobil bekas di aplikasi Moladin? Gampang banget, lho! Simak caranya di video ini, ya. #TerusMajuBersamamu #MoApapunMoladin",netral
"Baru minggu pertama di tahun yang baru, jadi harus semangat Toyota Friends! Biar tetap semangat kalian biasanya ngapain? Yuk jawab dengan reply tweet ini! #ToyotaAfterHoursTranslate post",netral
"Padahal itu mobil Daihatsu masih baru. Setelah upgrade dari produk Daihatsu yang lama. Sebenarnya saya sangat mencintai Produk nya. Tapi mau gimana, Produk lain lebih menggoda . Maaf ya @DaihatsuIn...",negatif
"Fitur Find My Car adalah fitur yang memungkinkan Anda untuk mengetahui posisi mobil dan sangat berguna pada beberapa situasi, misalnya kelupaan posisi parkir, atau ketika mobil dipinjam oleh...",positif
Laptop MSI Titan GT77 telah disertifikasi sebagai VESA DisplayHDR 1000 dan menjamin pengalaman HDR yang imersif dalam game ataupun streaming. https://sinarharapan.id/blog/2023/01/msi-titan-gt77-ber...,positif
Wuling Formo Max punya bak belakang yang tampak cukup besar dan mungkin akan menjadi yang terbesar di segmennya.Translate post,positif
"Info Kehilangan : Ibu Rina Kehilangan Mobil Toyota Avanza type G 1300 CC, warna Abu-abu, Nopol B1715-WZG. Disewa oleh seseorang sejak 4 Des s/d 9 Des 2022, dan hingga kini mobil tdk dikembalikan....",negatif
Mobil Hyundai IONIQ 6 tampak di kawasan Pelabuhan Tanjung Priok. #kumparanOTOTranslate post,netral
Mobil Suzuki Ertiga AG 1692 CL warna coklat melintas di KM 14.400 Tol Waru-Gunungsari tiba-tiba berhenti mendadak di bahu jalan. Rupanya pengemudi meninggal. via @detik_jatimTranslate post,negatif
"Tadi liat mobil wuling keluar kantor lucu warnanya pink.. Kek nya mobil listrik, mini, lucu warnanya body nya??Translate post",positif
Sepupu saya kecelakaan ditabrak lari oleh mobil honda crv putih dijalan dewi sartika jaktim hari selasa jam 20.35 wib hingga meninggal dunia. Menurut saksi (@) on X Cek tanda tanda tubuh kita asam,negatif
Yang mau cari mobil all new Honda lok. Karawang/purwakarta bisa hubungi WA yaaa Promo Awal Tahun dan diskon puluhan juta Hubungi : https://wa.me/628983978462 #Rp1 #BRImo #georginanjenga #BLACKPINK_...,positif
"Info lengkap, hubungi dealer terdekat di kota Anda, Wuling Call Center di 0800-100-5050 atau kunjungi http://bit.ly/WNYND2023_TW *S&K berlaku #WulingMotors #DriveForABetterLife #Airev #AlmazHybrid...",netral
"Rasakan mudahnya beli mobil TOYOTA dengan paket SPEKATAKULER !!! * Gratis Asuransi 2 tahun/senilai 16 juta rupiah * Bunga cuman 0% * Special Rate untuk Innova Zenix Gasoline bunga 2,77% Yuk...",positif
Mugo mugo kuthone aman.. ora gampang diprovokasi.. kabeh sugih.. kabeh sehat.. #DAERAHISTIMEWAYOGYAKARTA #YOGYAKARTA #SLEMAN #BANTUL #KULONPROGO #GUNUNGKIDUL,netral
"Sahabat tau ngga sih kalau setelah mengisi air aki jangan langsung menyalakan mesin mobil? ? Yap! Hal ini dapat membuat aki mobil kamu jadi rusak, lho!Translate post",positif
"Ada baiknya, setelah mengisi air aki, diamkan dulu selama kurang lebih 15 menit supaya sel aki bisa meresap elemen kimia elektrolit dari air aki. Yuk share info ini ke keluarga, sahabat, atau...",positif
"Daihatsu Indonesia · @DaihatsuInd. ·. Oct 4, 2022. 2022 pengennya nikah, Eh jadi korban harapan palsu, Kalo mau dapat hadiah, Jangan lupa follow Daihatsu! (@) on X The G-BOX Era is live! Claim your G-BOX now.

Each G-BOX contains one of three rewards: ETH, $GBT, or [REDACTED].

Don't miss out, supply is limited??",netral
Ini lgi gangguan ya livinnya ? @bankmandiri,negatif
"Lepas Pedal Gas Jangan lupa melepas pedal gas saat ingin berpindah gigi. Dengan melepas pedal gas secara sementara, maka putaran mesin akan menurun sehingga mengurangi getaran.Translate post",positif
"*READY NIK 2022* *Tanyakan untuk ketersediaan stok nya* Katalog & Price List Mobil Honda lain nya bisa Japri ya, *Dapatkan juga promo menarik lainya ;* ? Paket DP mulai 10% ? Tenor 1...",netral
"Antar orderan jadi makin semangat! Dilengkapi sistem power steering untuk meningkatkan tenaga yang diperlukan untuk memutar roda, mengemudikan Suzuki New Carry kini menjadi lebih ringan dan...",positif
Ini daftar harga mobil Toyota per Januari 2023 https://bit.ly/3CENMpz #PakeMomobil #JelasAmanTranslate post,netral
"Dijual mobil Honda Brio E CKD 2014, lokasi purwakarta. Harga 127jt nego Sekitar JABAR bisa diantarkan untuk cek kondisi mobil. Selebihnya bisa tanya di DM #jualmobil #mobilbekas #mobilberkualitas...",netral
"Dijual mobil Honda Brio E CBU 2013, lokasi purwakarta. Harga 125jt nego Sekitar JABAR bisa diantarkan untuk cek kondisi mobil. Selebihnya bisa tanya di DM #jualmobil #mobilbekas #mobilberkualitas...",netral
Thank’s for my xrp bonus @abdullah1599 @CryptoMasterCom @sajjadcj5 @Nyzteazer @merevik28538474 @anthonyrosigno1 @bye_TWIT_R @SimonDegraff @RECKLESSROBOT @Fikri240300 @DalbyHelen @ddtunsta...,positif
masih sangat amat relevan dan akan terus berlanjutTranslate post,positif
"Setuju. Beli mobil hyundai accent 1999 di tahun 2021 di harga 27,5jt. Total perawatan, peremajaan dan cat ulang sudah 35 jutaan sendiri. Sampai sekarang masih banyak jajannya. Saran saya memang...",positif
Sujud - mbrebes mili ganok suarane sampe teles kebes tapi gak cendol dawet :'),netral
"Faktanya, postingan yang menyebut ada pembagian mobil Honda Civic secara acak hanya dengan mengetikkan kata tertentu di Facebook adalah hoaks. Selengkapnya di https://cekfakta.com/focus/11404...",negatif
"Untuk informasi lebih lengkap tentang sistem keselamatan aktif Hyundai SmartSense di STARIA, Anda dapat menghubungi kami via WhatsApp ataupun Google Meet melalui link berikut https://hyundaimobil.c...",netral
Dapatkan promo menarik dengan bonus melimpah : ✅ Logam Mulia ✅ Bunga Kredit Rendah ✅ DP 10% ✅ Pilihan tenor 7 tahun ✅ EXTRA cashback 4 juta Tunggu apa lagi? Segera miliki All New...,positif
Ada Program Perawatan Baru untuk Pemilik Mobil Mitsubishi https://viva.co.id/otomotif/mobil/1519312-ada-program-perawatan-baru-untuk-pemilik-mobil-mitsubishi…Translate post,positif
Honda CRX Delsol Targa roof Elektrik Basic tahun 1993 Surat akur pajak panjang Mesin B16A Manual transmision Kaki kaki asli bawaan mirip punya Ferio Harga sangat murah dan terjangkau untuk...,positif
"Pemilik Mobil Yaris yang Ditabrak Singa di Taman Safari Muncul, Beri Tanggapan Menggelitik @joswito https://pejabatpublik.com/2023/02/11/pemilik-mobil-yaris-yang-ditabrak-singa-di-taman-safari-munc...",negatif
"Dengan bagasi yang memiliki kapasitas maksimal 803 liter, Suzuki All New Ertiga Hybrid siap menunjang segala aktivitas para urban hustler! Kalau kegiatan kamu hari ini apa aja, Suzuki Family?...",positif
Mamalukan institusi. Gue klo gk ada senjata hisa ngamuk kaya gini...Translate post,negatif
Selamat memperingati Isra Mikraj Nabi Muhammad SAW ? Mari tingkatkan iman dan takwa di hari Isra Mikraj ini Sahabat Daihatsu! #DaihatsuSahabatku,positif
"Berdasarkan laporan BPBD Sulsel pada 13 Februari hingga 15 Februari 2023, tercatat 8 kabupaten/kota yg terdampak cuaca ekstrem mulai dari banjir, angin kencang hingga tanah longsor. Wilayah...",negatif
"Empat bulan jadi pj Gubernur Heru Budi Belum Punya Mobil Dinas,Kendaraan Lama Dialihkan ke Anies Sejak menjabat Heru menggunakan kendaraan dinas dari Sekretariat Negara yakni mobil Toyota Innova...",netral
"Cek juga INSTAGRAM kita https://t.co/Hzqu5q1rEW ⚫Salam Persaudaraan SUZUKI INDONESIA #SuzukiLovers #NYALAKAN NYALI. SUZUKILOVERS.ID (@suzuki_lovers) on X ⚫Cek juga INSTAGRAM kita https://t.co/Hzqu5q1rEW




 ⚫Salam Persaudaraan SUZUKI INDONESIA #SuzukiLovers #NYALAKAN NYALI",positif
Mau menangin hadiah heboh buat belanja di Tokopedia? Ikutan keseruan TataPaket! https://tokopedia.link/Dk9YSej09Ib #Tokopedia via @Tokopedia,positif
#menjelangramadhan Tiada Kebahagiaan tanpa Syukur. Tiada rasa Syukur tanpa Sabar. Tiada Sabar tanpa Maaf. Marhaban yaa Ramadhan. Mohon maaf lahir dan batin Sahabat...??? Selamat Menunaikan...,positif
#ngajigusbaha #ngajifikih,netral
"Enak betul jadi Menteri Keuangan (Menkeu) Sri Mulyani. Turun dari pesawat di bandara, tidak perlu jalan jauh-jauh, karena sudah ada yang jemput. Sayangnya, gemerlap fasilitas sang menteri tidak...",negatif
"Official Suzuki Indonesia · @SuzukiIndonesia. ·. Apr 6, 2023. Main tebak-tebakan yuk! Berapa Suzuki Ignis yang sudah melewati gerbang tol? Kalau sudah dihitung Iwan Rahadian (@rahadian_iwan) on X iwan rahadian",netral
"Viral Video kendaraan pemadam kebakaran terhalang mobil parkir di depan rumah. Dalam unggahan tersebut, mobil Damkar kesulitan saat melintas di Jalan Kopo Gg. Hj. Topek, Babakan Asih, Kota...",negatif
"Hari ini, 11 April 2023, Shopee bertemu dengan Evita, satu dari lima pengguna yang beruntung membeli Toyota Agya dengan harga Rp 1. Pertemuan ini diadakan untuk menandatangani & serah terima...",positif
(@) on X https://t.co/DonWn3Wnxq,netral
"Hari ini, 13 April 2023, Shopee bertemu Devi Agustina Anggraeni, satu dari lima pengguna Shopee yang beruntung membeli Toyota Agya seharga Rp1. ? Pertemuan ini diadakan untuk menandatangani...",positif
"DIDUGA MELAJU DENGAN KECEPATAN TINGGI, MOBIL HONDA BRIO HANTAM 2 Aktual Online (@AktualOnline_) on X Menyajikan berita terbaru.",negatif
"Official Suzuki Indonesia · @SuzukiIndonesia. ·. Feb 20, 2023. Kuis Suzuki IIMS 2023 sudah dimulai! Perhatikan soalnya lalu tulis jawaban kamu di kolom komentar Joesa b-gok (@_joesa) on X #enjoy
WhatsApp : +6281540807916 / 
Line ID : Joesab-gok / 
facebook : Joesa B-gok / 
instagram : joesa_b_goks",netral
"Walaupun sunroofnya sama, ternyata fungsinya berbeda-beda tergantung pemiliknya! Kalau kamu tipe yang mana nih? ? #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post",netral
Ketahui fakta tentang Allgrip Pro 4WD pada Suzuki Jimny dengan mode berkendara yang cocok digunakan di segala medan! Check it out~ #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate...,positif
Udah ketemu mobil impian di situs http://Mocil.id belum? Pastinya pengajuan kredtinya melalui DSF ya! Soal DP dan cicilannya. Dapatkan promo dan bonus menarik di setiap bulannya. Kunjungi http://mo...,positif
"Ini pembelian mobil Wuling ke 3 baik atas nama pribadi maupun perusahaan namun untuk ke 3 ini sangat mengecewakan. Seharusnya QC check tdk lolos dgn cacat (@) on X China needs better story tellers. 

Here are 34 people from 16 Arab countries visiting Xinjiang, but all you get are some impersonal photos and videos.

There’s no memorable theme, headline, phrases or fun/interesting stories. 

Instead, these people should have been interviewed",negatif
Tertarik membeli mobil Agya di tahun 2023? Berikut spesifikasi dan harga mobil Toyota Agya 2023 dari beberapa tipe.Translate post,positif
"Semua altlit peraih emas, dihadiahi Mobil Toyota 700 keluaran tahun 1963/1964. #pebulutangkislegendaris #pssi #atletbulutangkis #thomascup #thomascup1964 sipipihitam (@dieputri) on X Initiator Program PIJAR (Pi Mengajar)
Remote Area Program & Disaster Management CTARSA Foundation
Former Creative @kompastv
Former Associate Producer @trans7",positif
Toyota dan Daihatsu Indonesia Pastikan Raize-Rocky Tak Terdampak Skandal Uji Tabrak #TempoOtomotifTranslate post,positif
"Bank Rakyat Indonesia (BRI) menyediakan hadiah mobil Hyundai Creta bagi pedagang dan pembeli di Pasar Induk Kramat Jati, Jakarta Timur yang berbelanja atau transaksi tanpa uang tunai. #Sindonews...",positif
"Kasta terendah penumpang kini bukan lagi penumpang paling belakang! XL7 punya kabin yang luas untuk penumpangnya dengan fitur reclining seat pada baris ketiga, jadi bisa atur sendiri kenyamanan...",positif
"Test test Resolusi 2024 1. Ganti mobil > Wuling Alvez 2. Holiyay Bali, Singapore 3. Naik Gaji 4. Kasih THR ke orgtu dan adik2 2x lipat dari tahun sebelumnya 5. Rajin Ibadah 6. Diet 7. ??? 8....",positif
"Butuh bawa banyak muatan nih, jadi butuh torsi yang besar juga dong! Ini manfaat torsi besar pada mobil pick up. Check it out! ⬇️ #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTransl...",positif
"Torsi dibutuhkan untuk memutar objek pada mesin mobil agar bisa bergerak dan melaju. Pada mobil pick up, tenaga atau torsi yang besar jelas dibutuhkan agar mobil tetap bisa berjalan dengan...",netral
Begini kronologi kasus Bambang Kayun yang didakwa menerima suap uang dan barang berupa mobil Toyota Fortuner senilai Rp 57 miliar.Translate post,negatif
"Buat yang penasaran pengen ngeliat mobil Hyundai #IONIQ5 yang PPNnya cuma 1%, bisa dateng ke Hyundai Exhibition yang diadain di beberapa mall di Indonesia! Selain bisa liat mobilnya langsung,...",netral
"Wihhh, keren banget! Ternyata di trailer 'Spider-Man: Across the Spider-Verse' ada Hyundai IONIQ! Buat yang gak sabar nungguin filmnya, bisa banget dateng ke @hyundaimotorid Exhibition di berbagai...",positif
60 juta sih bisa banget buat DP mobil Suzuki?Translate post,positif
"Suzuki Baleno mau dilihat dari sisi mana pun, tetap terlihat elegan kan!? Apalagi desain velg barunya yang modern dan eye-cathing! Bikin semua orang nengok sepanjang jalan. ? #Suzuki #SuzukiIndo...",positif
"Walaupun sudah gak banyak digunakan pada kendaraan modern, rem tromol ternyata punya kelebihan dibandingkan dengan rem cakram! Simak di sini yuk, Suzuki Family! #Suzuki #SuzukiIndonesia #SuzukiTeMa...",netral
Lihat video Bayu hutama motor! #TikTok,netral
Bus Danau Raya Jurusan Solok-Padang Hilang Kendali dan Tabrak Tebing di Koto Gaek via @infosumbar https://infosumbar.net/berita/berita-sumbar/solok-raya/bus-danau-raya-jurusan-solok-padang-hilang-k...,negatif
"#WulingQuiz 6 tahun #WulingMotors hadir di Indonesia. Nah, mana mobil Wuling favorit Anda saat ini & share apa alasannya. Ada hadiah saldo e-wallet total ....nadatunggu... (@nematz88) on X opo jareee",netral
"Sopir Diduga Mengantuk, Fortuner Terjun ke Sungai di CilegonTranslate post",negatif
"Berita populer kumparanOTO, Kamis (25/5) mekanik asal Indonesia juara kompetisi teknisi di Thailand. #kumparanOTO",positif
"Mobil itu butuh perputaran mesin supaya bisa melaju di jalanan sesuai medannya. Terus, kapan ya waktu yang tepat untuk menggunakan gigi D1? #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGear...",netral
Opsi transmisi D1 umumnya digunakan pada saat engine brake pada jalan turunan yang tajam atau panjang dan saat melalui tanjakkan yang terbilang curam.Translate post,netral
